Entidad federativa,Grupo quinquenal de edad,Total,Hombres,Mujeres
Sinaloa,75 a 79 años,31659,15461,16198
Sinaloa,80 a 84 años,19463,9028,10435
Sinaloa,85 a 89 años,10809,4777,6032
Sinaloa,90 a 94 años,4102,1720,2382
Sinaloa,95 a 99 años,1625,665,960
Sinaloa,100 años y más,418,176,242
Sinaloa,No especificado,10813,5436,5377
Sonora,Total,2662480,1339612,1322868
Sonora,0 a 4 años,250969,127915,123054
Sonora,5 a 9 años,259950,132598,127352
Sonora,10 a 14 años,256883,131336,125547
Sonora,15 a 19 años,251510,128406,123104
Sonora,20 a 24 años,228147,116320,111827
Sonora,25 a 29 años,207251,104540,102711
Sonora,30 a 34 años,205910,103146,102764
Sonora,35 a 39 años,202731,102169,100562
Sonora,40 a 44 años,172253,85722,86531
Sonora,45 a 49 años,147842,73258,74584
Sonora,50 a 54 años,128595,63397,65198
Sonora,55 a 59 años,97274,48466,48808
Sonora,60 a 64 años,74443,36506,37937
Sonora,65 a 69 años,56240,27424,28816
Sonora,70 a 74 años,43912,21279,22633
Sonora,75 a 79 años,28060,13585,14475
Sonora,80 a 84 años,17019,7746,9273
Sonora,85 a 89 años,8961,3937,5024
Sonora,90 a 94 años,3075,1247,1828
Sonora,95 a 99 años,940,364,576
Sonora,100 años y más,224,87,137
Sonora,No especificado,20291,10164,10127
Tabasco,Total,2238603,1100758,1137845
Tabasco,0 a 4 años,223692,114194,109498
Tabasco,5 a 9 años,225061,114145,110916
Tabasco,10 a 14 años,220776,111804,108972
Tabasco,15 a 19 años,224257,111911,112346
Tabasco,20 a 24 años,206842,100048,106794
Tabasco,25 a 29 años,185871,87169,98702
Tabasco,30 a 34 años,174392,81829,92563
Tabasco,35 a 39 años,164922,78148,86774
Tabasco,40 a 44 años,136000,66024,69976
Tabasco,45 a 49 años,116426,57375,59051
Tabasco,50 a 54 años,95109,46912,48197
Tabasco,55 a 59 años,72350,35982,36368
Tabasco,60 a 64 años,51726,25607,26119
Tabasco,65 a 69 años,38728,18954,19774
Tabasco,70 a 74 años,32532,15959,16573
Tabasco,75 a 79 años,21048,10617,10431
Tabasco,80 a 84 años,12257,6092,6165
Tabasco,85 a 89 años,7134,3374,3760
Tabasco,90 a 94 años,2669,1275,1394
Tabasco,95 a 99 años,1297,589,708
Tabasco,100 años y más,536,235,301
Tabasco,No especificado,24978,12515,12463
Tamaulipas,Total,3268554,1616201,1652353
Tamaulipas,0 a 4 años,302937,154457,148480
Tamaulipas,5 a 9 años,305122,154618,150504
Tamaulipas,10 a 14 años,294469,150104,144365
Tamaulipas,15 a 19 años,291682,147251,144431
Tamaulipas,20 a 24 años,275453,137058,138395
Tamaulipas,25 a 29 años,258116,126215,131901
Tamaulipas,30 a 34 años,255313,124108,131205
Tamaulipas,35 a 39 años,250586,122278,128308
Tamaulipas,40 a 44 años,213736,104304,109432
Tamaulipas,45 a 49 años,177182,86829,90353
Tamaulipas,50 a 54 años,147748,71602,76146
Tamaulipas,55 a 59 años,109317,53327,55990
Tamaulipas,60 a 64 años,89766,42359,47407
Tamaulipas,65 a 69 años,66138,31179,34959
Tamaulipas,70 a 74 años,53619,25167,28452
Tamaulipas,75 a 79 años,35422,16664,18758
Tamaulipas,80 a 84 años,22387,10054,12333
Tamaulipas,85 a 89 años,12078,5302,6776
Tamaulipas,90 a 94 años,3852,1589,2263
Tamaulipas,95 a 99 años,1427,574,853
Tamaulipas,100 años y más,408,169,239
Tamaulipas,No especificado,101796,50993,50803
Tlaxcala,Total,1169936,565775,604161
Tlaxcala,0 a 4 años,116073,58980,57093
Tlaxcala,5 a 9 años,123330,62673,60657
Tlaxcala,10 a 14 años,118634,59970,58664
Tlaxcala,15 a 19 años,119172,59831,59341
Tlaxcala,20 a 24 años,104781,50406,54375
Tlaxcala,25 a 29 años,93720,43235,50485
Tlaxcala,30 a 34 años,90612,41672,48940
Tlaxcala,35 a 39 años,84560,39297,45263
Tlaxcala,40 a 44 años,71030,33139,37891
Tlaxcala,45 a 49 años,58822,27512,31310
Tlaxcala,50 a 54 años,49362,23079,26283
Tlaxcala,55 a 59 años,36171,17210,18961
Tlaxcala,60 a 64 años,28530,13597,14933
Tlaxcala,65 a 69 años,21997,10353,11644
Tlaxcala,70 a 74 años,17497,8197,9300
Tlaxcala,75 a 79 años,13009,6108,6901
Tlaxcala,80 a 84 años,8741,4056,4685
Tlaxcala,85 a 89 años,5477,2493,2984
Tlaxcala,90 a 94 años,1997,880,1117
Tlaxcala,95 a 99 años,794,318,476
Tlaxcala,100 años y más,187,75,112
Tlaxcala,No especificado,5440,2694,2746
Veracruz de Ignacio de la Llave,Total,7643194,3695679,3947515
Veracruz de Ignacio de la Llave,0 a 4 años,662288,335899,326389
Veracruz de Ignacio de la Llave,5 a 9 años,728767,369775,358992
Veracruz de Ignacio de la Llave,10 a 14 años,741526,376924,364602
Veracruz de Ignacio de la Llave,15 a 19 años,759388,381351,378037
Veracruz de Ignacio de la Llave,20 a 24 años,642093,307562,334531
Veracruz de Ignacio de la Llave,25 a 29 años,557762,259153,298609
Veracruz de Ignacio de la Llave,30 a 34 años,539685,247094,292591
Veracruz de Ignacio de la Llave,35 a 39 años,542754,251277,291477
Veracruz de Ignacio de la Llave,40 a 44 años,486810,228657,258153
Veracruz de Ignacio de la Llave,45 a 49 años,424845,201515,223330
Veracruz de Ignacio de la Llave,50 a 54 años,365591,172802,192789
Veracruz de Ignacio de la Llave,55 a 59 años,298171,142619,155552
Veracruz de Ignacio de la Llave,60 a 64 años,239698,114048,125650
Veracruz de Ignacio de la Llave,65 a 69 años,183836,87365,96471
Veracruz de Ignacio de la Llave,70 a 74 años,155346,72547,82799
Veracruz de Ignacio de la Llave,75 a 79 años,100119,46658,53461
Veracruz de Ignacio de la Llave,80 a 84 años,62627,28294,34333
Veracruz de Ignacio de la Llave,85 a 89 años,35565,15779,19786
Veracruz de Ignacio de la Llave,90 a 94 años,13213,5571,7642
Veracruz de Ignacio de la Llave,95 a 99 años,5967,2503,3464
Veracruz de Ignacio de la Llave,100 años y más,2186,890,1296
Veracruz de Ignacio de la Llave,No especificado,94957,47396,47561
Yucatán,Total,1955577,963333,992244
Yucatán,0 a 4 años,170727,86219,84508
Yucatán,5 a 9 años,181587,91892,89695
Yucatán,10 a 14 años,182604,92921,89683
Yucatán,15 a 19 años,192027,96613,95414
Yucatán,20 a 24 años,183322,91013,92309
Yucatán,25 a 29 años,160355,78443,81912
Yucatán,30 a 34 años,151440,73129,78311
Yucatán,35 a 39 años,145205,69998,75207
Yucatán,40 a 44 años,116699,56265,60434
Yucatán,45 a 49 años,101202,48528,52674
Yucatán,50 a 54 años,87918,41814,46104
Yucatán,55 a 59 años,73419,35354,38065
Yucatán,60 a 64 años,61572,29647,31925
Yucatán,65 a 69 años,44092,21271,22821
Yucatán,70 a 74 años,35779,17334,18445
Yucatán,75 a 79 años,24558,12071,12487
Yucatán,80 a 84 años,15627,7491,8136
Yucatán,85 a 89 años,9540,4618,4922
Yucatán,90 a 94 años,3815,1743,2072
Yucatán,95 a 99 años,1289,586,703
Yucatán,100 años y más,202,88,114
Yucatán,No especificado,12598,6295,6303
Zacatecas,Total,1490668,726897,763771
Zacatecas,0 a 4 años,152037,77320,74717
Zacatecas,5 a 9 años,151780,76898,74882
Zacatecas,10 a 14 años,152154,77052,75102
Zacatecas,15 a 19 años,150499,75169,75330
Zacatecas,20 a 24 años,131079,62008,69071
Zacatecas,25 a 29 años,107817,50416,57401
Zacatecas,30 a 34 años,105427,49237,56190
Zacatecas,35 a 39 años,101327,48473,52854
Zacatecas,40 a 44 años,88979,42123,46856
Zacatecas,45 a 49 años,74010,35111,38899
Zacatecas,50 a 54 años,62448,29522,32926
Zacatecas,55 a 59 años,47741,23002,24739
Zacatecas,60 a 64 años,41090,19732,21358
Zacatecas,65 a 69 años,34106,16684,17422
Zacatecas,70 a 74 años,29225,14135,15090
Zacatecas,75 a 79 años,21022,10463,10559
Zacatecas,80 a 84 años,13941,6868,7073
Zacatecas,85 a 89 años,8507,4152,4355
Zacatecas,90 a 94 años,2832,1296,1536
Zacatecas,95 a 99 años,1176,526,650
Zacatecas,100 años y más,253,102,151
Zacatecas,No especificado,13218,6608,6610
