Entidad federativa,Grupo quinquenal de edad,Total,Hombres,Mujeres
Sinaloa,75 a 79 años,26535,13077,13458
Sinaloa,80 a 84 años,16422,7701,8721
Sinaloa,85 a 89 años,9116,4071,5045
Sinaloa,90 a 94 años,3405,1468,1937
Sinaloa,95 a 99 años,1432,592,840
Sinaloa,100 años y más,411,163,248
Sinaloa,No especificado,79807,39955,39852
Sonora,Total,2394861,1198154,1196707
Sonora,0 a 4 años,234936,119774,115162
Sonora,5 a 9 años,243250,124307,118943
Sonora,10 a 14 años,240901,122616,118285
Sonora,15 a 19 años,221592,112152,109440
Sonora,20 a 24 años,201924,100958,100966
Sonora,25 a 29 años,190619,94060,96559
Sonora,30 a 34 años,191733,95041,96692
Sonora,35 a 39 años,171077,84559,86518
Sonora,40 a 44 años,147464,72883,74581
Sonora,45 a 49 años,125538,61981,63557
Sonora,50 a 54 años,99848,49577,50271
Sonora,55 a 59 años,74804,37298,37506
Sonora,60 a 64 años,61504,30129,31375
Sonora,65 a 69 años,48362,23795,24567
Sonora,70 a 74 años,33784,16664,17120
Sonora,75 a 79 años,23631,11487,12144
Sonora,80 a 84 años,13538,6420,7118
Sonora,85 a 89 años,6965,3022,3943
Sonora,90 a 94 años,2323,920,1403
Sonora,95 a 99 años,902,350,552
Sonora,100 años y más,214,87,127
Sonora,No especificado,59952,30074,29878
Tabasco,Total,1989969,977785,1012184
Tabasco,0 a 4 años,204327,103987,100340
Tabasco,5 a 9 años,208905,105980,102925
Tabasco,10 a 14 años,222167,112052,110115
Tabasco,15 a 19 años,210055,103853,106202
Tabasco,20 a 24 años,188484,88521,99963
Tabasco,25 a 29 años,166827,77246,89581
Tabasco,30 a 34 años,152970,71854,81116
Tabasco,35 a 39 años,139172,67085,72087
Tabasco,40 a 44 años,116283,57310,58973
Tabasco,45 a 49 años,94231,46877,47354
Tabasco,50 a 54 años,74419,37257,37162
Tabasco,55 a 59 años,53257,26778,26479
Tabasco,60 a 64 años,43088,21273,21815
Tabasco,65 a 69 años,32200,15783,16417
Tabasco,70 a 74 años,24663,12516,12147
Tabasco,75 a 79 años,16749,8456,8293
Tabasco,80 a 84 años,9314,4705,4609
Tabasco,85 a 89 años,5288,2583,2705
Tabasco,90 a 94 años,2051,993,1058
Tabasco,95 a 99 años,1228,605,623
Tabasco,100 años y más,512,216,296
Tabasco,No especificado,23779,11855,11924
Tamaulipas,Total,3024238,1493573,1530665
Tamaulipas,0 a 4 años,294740,149599,145141
Tamaulipas,5 a 9 años,295298,150744,144554
Tamaulipas,10 a 14 años,290402,147498,142904
Tamaulipas,15 a 19 años,274245,138074,136171
Tamaulipas,20 a 24 años,267644,131056,136588
Tamaulipas,25 a 29 años,253314,122825,130489
Tamaulipas,30 a 34 años,248444,120474,127970
Tamaulipas,35 a 39 años,223045,108728,114317
Tamaulipas,40 a 44 años,185155,90750,94405
Tamaulipas,45 a 49 años,150775,73401,77374
Tamaulipas,50 a 54 años,119530,58365,61165
Tamaulipas,55 a 59 años,91480,43967,47513
Tamaulipas,60 a 64 años,77434,36895,40539
Tamaulipas,65 a 69 años,60579,28743,31836
Tamaulipas,70 a 74 años,44260,21037,23223
Tamaulipas,75 a 79 años,30697,14479,16218
Tamaulipas,80 a 84 años,18581,8412,10169
Tamaulipas,85 a 89 años,8759,3889,4870
Tamaulipas,90 a 94 años,3287,1396,1891
Tamaulipas,95 a 99 años,1450,605,845
Tamaulipas,100 años y más,429,162,267
Tamaulipas,No especificado,84690,42474,42216
Tlaxcala,Total,1068207,517477,550730
Tlaxcala,0 a 4 años,114954,58574,56380
Tlaxcala,5 a 9 años,114239,58160,56079
Tlaxcala,10 a 14 años,118450,60021,58429
Tlaxcala,15 a 19 años,108254,53846,54408
Tlaxcala,20 a 24 años,99680,46429,53251
Tlaxcala,25 a 29 años,88678,40707,47971
Tlaxcala,30 a 34 años,81874,37734,44140
Tlaxcala,35 a 39 años,72699,33984,38715
Tlaxcala,40 a 44 años,59577,28186,31391
Tlaxcala,45 a 49 años,48794,22995,25799
Tlaxcala,50 a 54 años,37925,18030,19895
Tlaxcala,55 a 59 años,28757,13902,14855
Tlaxcala,60 a 64 años,24137,11552,12585
Tlaxcala,65 a 69 años,18889,8873,10016
Tlaxcala,70 a 74 años,14576,6904,7672
Tlaxcala,75 a 79 años,11317,5460,5857
Tlaxcala,80 a 84 años,7232,3382,3850
Tlaxcala,85 a 89 años,4171,1922,2249
Tlaxcala,90 a 94 años,1502,664,838
Tlaxcala,95 a 99 años,794,331,463
Tlaxcala,100 años y más,188,69,119
Tlaxcala,No especificado,11520,5752,5768
Veracruz de Ignacio de la Llave,Total,7110214,3423379,3686835
Veracruz de Ignacio de la Llave,0 a 4 años,676902,344371,332531
Veracruz de Ignacio de la Llave,5 a 9 años,720700,366110,354590
Veracruz de Ignacio de la Llave,10 a 14 años,791110,401867,389243
Veracruz de Ignacio de la Llave,15 a 19 años,710167,351004,359163
Veracruz de Ignacio de la Llave,20 a 24 años,582248,269012,313236
Veracruz de Ignacio de la Llave,25 a 29 años,517828,232501,285327
Veracruz de Ignacio de la Llave,30 a 34 años,516830,234539,282291
Veracruz de Ignacio de la Llave,35 a 39 años,496595,229601,266994
Veracruz de Ignacio de la Llave,40 a 44 años,432692,203928,228764
Veracruz de Ignacio de la Llave,45 a 49 años,369611,175365,194246
Veracruz de Ignacio de la Llave,50 a 54 años,310556,148137,162419
Veracruz de Ignacio de la Llave,55 a 59 años,247750,119097,128653
Veracruz de Ignacio de la Llave,60 a 64 años,211512,100645,110867
Veracruz de Ignacio de la Llave,65 a 69 años,159801,75256,84545
Veracruz de Ignacio de la Llave,70 a 74 años,121464,57509,63955
Veracruz de Ignacio de la Llave,75 a 79 años,85434,40350,45084
Veracruz de Ignacio de la Llave,80 a 84 años,50171,23047,27124
Veracruz de Ignacio de la Llave,85 a 89 años,27716,12147,15569
Veracruz de Ignacio de la Llave,90 a 94 años,10668,4500,6168
Veracruz de Ignacio de la Llave,95 a 99 años,5679,2313,3366
Veracruz de Ignacio de la Llave,100 años y más,2115,817,1298
Veracruz de Ignacio de la Llave,No especificado,62665,31263,31402
Yucatán,Total,1818948,896562,922386
Yucatán,0 a 4 años,169575,85966,83609
Yucatán,5 a 9 años,176491,89687,86804
Yucatán,10 a 14 años,188049,95354,92695
Yucatán,15 a 19 años,183960,91950,92010
Yucatán,20 a 24 años,171550,84185,87365
Yucatán,25 a 29 años,147473,71543,75930
Yucatán,30 a 34 años,139475,67053,72422
Yucatán,35 a 39 años,118211,56944,61267
Yucatán,40 a 44 años,103126,49655,53471
Yucatán,45 a 49 años,86897,41778,45119
Yucatán,50 a 54 años,76900,36800,40100
Yucatán,55 a 59 años,61894,30238,31656
Yucatán,60 a 64 años,48236,23013,25223
Yucatán,65 a 69 años,38247,18600,19647
Yucatán,70 a 74 años,28422,13928,14494
Yucatán,75 a 79 años,21195,10674,10521
Yucatán,80 a 84 años,14293,6968,7325
Yucatán,85 a 89 años,8573,4172,4401
Yucatán,90 a 94 años,2818,1289,1529
Yucatán,95 a 99 años,1110,517,593
Yucatán,100 años y más,182,69,113
Yucatán,No especificado,32271,16179,16092
Zacatecas,Total,1367692,659333,708359
Zacatecas,0 a 4 años,143830,73032,70798
Zacatecas,5 a 9 años,148813,75506,73307
Zacatecas,10 a 14 años,156277,79335,76942
Zacatecas,15 a 19 años,145349,70292,75057
Zacatecas,20 a 24 años,112509,50280,62229
Zacatecas,25 a 29 años,99137,44095,55042
Zacatecas,30 a 34 años,97454,45183,52271
Zacatecas,35 a 39 años,89531,41641,47890
Zacatecas,40 a 44 años,76065,35796,40269
Zacatecas,45 a 49 años,62751,29454,33297
Zacatecas,50 a 54 años,50399,24139,26260
Zacatecas,55 a 59 años,40637,19586,21051
Zacatecas,60 a 64 años,37993,18206,19787
Zacatecas,65 a 69 años,30335,14844,15491
Zacatecas,70 a 74 años,24798,12239,12559
Zacatecas,75 a 79 años,18430,9424,9006
Zacatecas,80 a 84 años,12212,5997,6215
Zacatecas,85 a 89 años,6230,2993,3237
Zacatecas,90 a 94 años,2572,1195,1377
Zacatecas,95 a 99 años,1188,517,671
Zacatecas,100 años y más,267,99,168
Zacatecas,No especificado,10915,5480,5435
