Entidad federativa,Grupo quinquenal de edad,Total,Hombres,Mujeres
Sinaloa,85 a 89 años,6781,3057,3724
Sinaloa,90 a 94 años,2358,1037,1321
Sinaloa,95 a 99 años,1151,513,638
Sinaloa,100 años y más,335,137,198
Sinaloa,No especificado,3832,1931,1901
Sonora,Total,2085536,1048933,1036603
Sonora,0 a 4 años,239515,122220,117295
Sonora,5 a 9 años,233167,118417,114750
Sonora,10 a 14 años,225173,114032,111141
Sonora,15 a 19 años,225130,113890,111240
Sonora,20 a 24 años,219665,110207,109458
Sonora,25 a 29 años,180457,89374,91083
Sonora,30 a 34 años,159506,78380,81126
Sonora,35 a 39 años,143298,70923,72375
Sonora,40 a 44 años,108710,54787,53923
Sonora,45 a 49 años,85758,43323,42435
Sonora,50 a 54 años,69920,35410,34510
Sonora,55 a 59 años,55615,28127,27488
Sonora,60 a 64 años,45734,23133,22601
Sonora,65 a 69 años,34319,17249,17070
Sonora,70 a 74 años,24339,12493,11846
Sonora,75 a 79 años,15612,7755,7857
Sonora,80 a 84 años,8887,3981,4906
Sonora,85 a 89 años,4846,2144,2702
Sonora,90 a 94 años,1536,685,851
Sonora,95 a 99 años,701,305,396
Sonora,100 años y más,183,63,120
Sonora,No especificado,3465,2035,1430
Tabasco,Total,1748769,872243,876526
Tabasco,0 a 4 años,216423,109644,106779
Tabasco,5 a 9 años,224135,113280,110855
Tabasco,10 a 14 años,225955,114091,111864
Tabasco,15 a 19 años,207996,102227,105769
Tabasco,20 a 24 años,180648,86928,93720
Tabasco,25 a 29 años,143820,69173,74647
Tabasco,30 a 34 años,123023,60444,62579
Tabasco,35 a 39 años,110421,54958,55463
Tabasco,40 a 44 años,79309,40278,39031
Tabasco,45 a 49 años,61601,31405,30196
Tabasco,50 a 54 años,46169,23567,22602
Tabasco,55 a 59 años,36478,18626,17852
Tabasco,60 a 64 años,30607,15588,15019
Tabasco,65 a 69 años,21043,10624,10419
Tabasco,70 a 74 años,15449,8327,7122
Tabasco,75 a 79 años,9585,4988,4597
Tabasco,80 a 84 años,6064,3121,2943
Tabasco,85 a 89 años,3781,1948,1833
Tabasco,90 a 94 años,1715,870,845
Tabasco,95 a 99 años,982,484,498
Tabasco,100 años y más,523,227,296
Tabasco,No especificado,3042,1445,1597
Tamaulipas,Total,2527328,1254700,1272628
Tamaulipas,0 a 4 años,282902,144467,138435
Tamaulipas,5 a 9 años,270441,138027,132414
Tamaulipas,10 a 14 años,263237,133432,129805
Tamaulipas,15 a 19 años,275684,137625,138059
Tamaulipas,20 a 24 años,274901,134302,140599
Tamaulipas,25 a 29 años,229796,111930,117866
Tamaulipas,30 a 34 años,195075,95548,99527
Tamaulipas,35 a 39 años,168254,82499,85755
Tamaulipas,40 a 44 años,126389,62336,64053
Tamaulipas,45 a 49 años,103927,50597,53330
Tamaulipas,50 a 54 años,86224,42550,43674
Tamaulipas,55 a 59 años,70066,34462,35604
Tamaulipas,60 a 64 años,59763,29003,30760
Tamaulipas,65 a 69 años,43449,21018,22431
Tamaulipas,70 a 74 años,31519,15467,16052
Tamaulipas,75 a 79 años,17911,8539,9372
Tamaulipas,80 a 84 años,11705,5402,6303
Tamaulipas,85 a 89 años,7576,3517,4059
Tamaulipas,90 a 94 años,2914,1346,1568
Tamaulipas,95 a 99 años,1220,561,659
Tamaulipas,100 años y más,296,116,180
Tamaulipas,No especificado,4079,1956,2123
Tlaxcala,Total,883924,435390,448534
Tlaxcala,0 a 4 años,106844,54455,52389
Tlaxcala,5 a 9 años,109410,55694,53716
Tlaxcala,10 a 14 años,110597,55744,54853
Tlaxcala,15 a 19 años,103743,51416,52327
Tlaxcala,20 a 24 años,90107,43311,46796
Tlaxcala,25 a 29 años,71169,33868,37301
Tlaxcala,30 a 34 años,61544,29238,32306
Tlaxcala,35 a 39 años,54029,25910,28119
Tlaxcala,40 a 44 años,38503,18878,19625
Tlaxcala,45 a 49 años,31649,15480,16169
Tlaxcala,50 a 54 años,25113,12321,12792
Tlaxcala,55 a 59 años,20211,9745,10466
Tlaxcala,60 a 64 años,18174,8695,9479
Tlaxcala,65 a 69 años,14448,6931,7517
Tlaxcala,70 a 74 años,10838,5324,5514
Tlaxcala,75 a 79 años,7367,3620,3747
Tlaxcala,80 a 84 años,4334,2094,2240
Tlaxcala,85 a 89 años,3127,1477,1650
Tlaxcala,90 a 94 años,1238,557,681
Tlaxcala,95 a 99 años,643,268,375
Tlaxcala,100 años y más,138,43,95
Tlaxcala,No especificado,698,321,377
Veracruz de Ignacio de la Llave,Total,6737324,3323880,3413444
Veracruz de Ignacio de la Llave,0 a 4 años,776467,395230,381237
Veracruz de Ignacio de la Llave,5 a 9 años,808231,410700,397531
Veracruz de Ignacio de la Llave,10 a 14 años,807421,410912,396509
Veracruz de Ignacio de la Llave,15 a 19 años,735362,366861,368501
Veracruz de Ignacio de la Llave,20 a 24 años,647799,311116,336683
Veracruz de Ignacio de la Llave,25 a 29 años,543854,259835,284019
Veracruz de Ignacio de la Llave,30 a 34 años,474740,228981,245759
Veracruz de Ignacio de la Llave,35 a 39 años,432316,208089,224227
Veracruz de Ignacio de la Llave,40 a 44 años,336144,164379,171765
Veracruz de Ignacio de la Llave,45 a 49 años,284928,139122,145806
Veracruz de Ignacio de la Llave,50 a 54 años,227050,111635,115415
Veracruz de Ignacio de la Llave,55 a 59 años,183424,89307,94117
Veracruz de Ignacio de la Llave,60 a 64 años,154740,74398,80342
Veracruz de Ignacio de la Llave,65 a 69 años,112997,53595,59402
Veracruz de Ignacio de la Llave,70 a 74 años,82096,40157,41939
Veracruz de Ignacio de la Llave,75 a 79 años,51656,24807,26849
Veracruz de Ignacio de la Llave,80 a 84 años,32694,14679,18015
Veracruz de Ignacio de la Llave,85 a 89 años,19582,8781,10801
Veracruz de Ignacio de la Llave,90 a 94 años,8609,3695,4914
Veracruz de Ignacio de la Llave,95 a 99 años,4665,2070,2595
Veracruz de Ignacio de la Llave,100 años y más,1732,645,1087
Veracruz de Ignacio de la Llave,No especificado,10817,4886,5931
Yucatán,Total,1556622,773435,783187
Yucatán,0 a 4 años,178063,90324,87739
Yucatán,5 a 9 años,182490,92524,89966
Yucatán,10 a 14 años,180223,91435,88788
Yucatán,15 a 19 años,170674,84925,85749
Yucatán,20 a 24 años,157458,77339,80119
Yucatán,25 a 29 años,120066,58455,61611
Yucatán,30 a 34 años,105949,51436,54513
Yucatán,35 a 39 años,95371,46353,49018
Yucatán,40 a 44 años,79077,38730,40347
Yucatán,45 a 49 años,68487,33760,34727
Yucatán,50 a 54 años,51694,25443,26251
Yucatán,55 a 59 años,41577,20340,21237
Yucatán,60 a 64 años,35797,17516,18281
Yucatán,65 a 69 años,27734,13676,14058
Yucatán,70 a 74 años,23662,12011,11651
Yucatán,75 a 79 años,16966,8731,8235
Yucatán,80 a 84 años,9959,4847,5112
Yucatán,85 a 89 años,5616,2769,2847
Yucatán,90 a 94 años,2127,998,1129
Yucatán,95 a 99 años,794,377,417
Yucatán,100 años y más,147,64,83
Yucatán,No especificado,2691,1382,1309
Zacatecas,Total,1336496,655540,680956
Zacatecas,0 a 4 años,160610,81928,78682
Zacatecas,5 a 9 años,171797,87400,84397
Zacatecas,10 a 14 años,173536,87970,85566
Zacatecas,15 a 19 años,159590,77607,81983
Zacatecas,20 a 24 años,126861,59278,67583
Zacatecas,25 a 29 años,98409,45720,52689
Zacatecas,30 a 34 años,84527,39772,44755
Zacatecas,35 a 39 años,73092,34745,38347
Zacatecas,40 a 44 años,55923,27009,28914
Zacatecas,45 a 49 años,48555,23360,25195
Zacatecas,50 a 54 años,41667,20389,21278
Zacatecas,55 a 59 años,34251,16837,17414
Zacatecas,60 a 64 años,32177,15849,16328
Zacatecas,65 a 69 años,24586,12218,12368
Zacatecas,70 a 74 años,19451,9945,9506
Zacatecas,75 a 79 años,11604,5840,5764
Zacatecas,80 a 84 años,8671,4219,4452
Zacatecas,85 a 89 años,5504,2775,2729
Zacatecas,90 a 94 años,2355,1165,1190
Zacatecas,95 a 99 años,933,430,503
Zacatecas,100 años y más,192,74,118
Zacatecas,No especificado,2205,1010,1195
